ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
1,1,2,40,2,10,0,387
1,8,2,45,3,5,8,101
1,2,1,40,2,6,41,592
3,11,2,55,4,2,2,37
12,1,1,15,1,8,46,642
1,8,2,65,3,10,0,0
1,10,2,65,3,10,0,352
1,9,1,50,4,2,0,1726
1,2,1,20,2,3,4,105
12,3,1,25,3,8,44,533
1,6,2,60,4,1,40,792
1,2,1,25,4,2,45,752
1,8,2,25,5,6,32,583
2,8,1,65,1,10,0,202
6,2,1,45,3,4,55,1004
1,2,2,20,3,5,40,633
2,4,1,40,2,10,0,416
1,10,2,15,2,10,0,0
1,3,2,35,5,5,37.5,701
2,1,2,35,2,8,37.5,763
1,10,2,65,1,10,0,266
1,1,1,45,2,10,0,403
1,8,2,65,3,10,0,353
1,8,1,55,3,2,40,810
1,2,1,50,2,7,37,1394
1,10,2,20,4,3,0,-143
2,5,2,20,1,10,0,889
1,7,2,45,1,10,0,405
1,10,2,55,3,6,37,1073
1,10,1,65,5,10,0,0
1,2,1,65,4,10,0,0
3,7,1,15,2,7,48,584
1,10,2,50,2,6,9.5,189
1,12,1,45,5,4,0,283
1,8,1,50,5,1,28,-173
23,8,2,35,3,4,13,223
1,5,2,55,2,1,40,1122
4,2,1,65,4,10,0,253
1,11,2,60,4,1,25.5,306
1,2,1,65,2,1,19.5,1140
1,2,2,30,4,2,17,561
1,2,2,60,4,2,0,-138
1,10,2,65,2,8,37.5,510
34,2,1,30,3,4,42.5,692
1,10,2,30,4,2,2,72
3,8,2,45,1,6,42.5,1744
1,2,2,65,2,10,0,160
4,2,1,50,4,2,40,1277
4,4,2,40,4,2,37,1429
1,3,1,35,5,3,47,937
2,5,1,35,4,8,47.5,855
1,2,1,65,2,8,45,1134
1,11,2,65,1,10,0,620
2,2,1,55,3,5,40,1100
1,10,2,65,2,1,32,689
1,9,1,65,3,8,41,712
1,4,1,60,3,10,0,211
1,5,2,60,2,10,0,443
1,12,1,45,3,10,0,0
1,8,2,65,1,8,37.5,608
3,2,1,50,2,8,55,1692
1,2,2,30,4,2,35.5,984
2,8,2,25,4,2,37.5,2331
1,8,2,15,2,10,0,190
1,3,2,30,3,8,9.5,260
1,3,1,65,5,10,0,337
1,8,1,65,1,10,0,332
1,9,1,65,1,10,0,380
2,10,1,40,3,8,0,1139
12,8,2,25,3,10,0,133
12,10,2,30,3,10,0,213
1,2,1,45,1,1,0,329
1,4,1,50,3,3,40,1208
1,4,1,50,3,4,40,2071
4,2,1,50,1,8,0,208
1,5,2,15,2,10,0,0
1,3,2,15,2,10,0,0
1,2,1,15,2,10,0,0
1,2,2,65,3,10,0,4
12,9,2,35,3,10,0,175
1,10,2,45,1,10,0,441
1,9,1,30,2,10,0,194
1,7,1,65,4,10,0,379
1,10,2,65,1,10,0,781
1,11,1,30,3,3,42,848
4,2,2,60,2,10,0,4
1,7,1,65,3,10,0,0
1,7,2,65,1,10,0,3376
12,2,2,20,1,6,37.5,967
1,10,1,60,3,3,39,1926
1,10,1,20,3,1,40,971
1,4,1,50,2,2,0,200
1,2,2,50,1,10,0,0
1,1,2,25,3,5,20,243
1,10,2,20,3,4,28,378
1,3,1,35,2,1,40,792
2,6,2,30,3,4,35,409
2,3,2,15,1,10,0,0
2,3,1,20,2,8,36,421
1,5,1,25,3,2,40,968
1,10,1,65,3,10,0,353
12,10,2,40,3,10,0,268
1,11,2,65,1,10,0,377
1,2,2,65,1,10,0,568
1,2,2,20,4,2,37,1020
1,7,2,40,4,2,36,1427
3,7,2,45,2,10,0,0
1,4,2,60,5,10,0,301
1,2,1,25,4,1,50.5,1313
1,7,2,50,3,5,27,384
1,2,2,65,2,10,0,0
4,2,2,15,2,10,0,0
1,2,2,60,3,1,15,435
4,2,1,40,5,8,25,835
4,2,2,50,1,8,32,527
1,10,2,35,3,8,60,1097
1,7,2,55,1,7,50,1477
6,3,2,40,2,4,24,467
1,10,2,40,1,10,0,313
1,6,2,65,2,10,0,0
1,8,1,45,3,3,0,1140
2,7,2,65,1,10,0,255
1,2,2,40,4,2,40,880
4,2,1,65,4,10,0,531
4,2,1,45,3,7,40,666
1,2,2,35,3,10,0,337
1,10,2,55,3,6,13,338
1,5,1,20,3,7,27,564
1,10,1,45,3,3,23.5,368
1,8,1,40,4,2,0,1812
1,2,1,55,2,7,46,759
3,2,2,50,1,10,0,0
1,3,2,55,3,2,40,1323
1,2,2,30,4,4,40,486
1,2,1,25,4,10,0,0
1,9,2,20,2,2,20,245
1,8,1,60,2,6,40,627
1,4,1,50,4,2,40,717
1,2,2,25,1,10,0,1
1,2,1,25,3,3,44,1018
4,2,2,35,4,2,40,1212
4,2,2,35,3,4,6,1483
2,2,1,45,3,10,0,385
1,10,1,15,2,8,30,1716
1,5,2,65,1,4,30,997
1,5,2,60,3,10,0,277
1,4,1,50,1,1,32,1616
2,8,1,30,1,6,40,873
1,5,1,65,2,10,0,233
1,9,2,65,1,10,0,291
2,5,1,15,1,8,24,385
1,2,2,15,2,10,0,0
1,10,1,25,1,5,40,972
1,11,2,30,3,1,30,907
1,3,1,60,2,1,20,-345
1,2,1,50,3,1,41.5,1576
1,2,2,25,2,10,0,764
1,2,1,60,3,3,0,2348
1,10,1,30,1,6,43,1415
1,10,1,30,2,5,42,932
1,8,1,65,3,10,0,203
1,4,1,65,1,8,20.5,118
1,2,2,30,5,2,2,82
1,8,1,15,2,10,0,0
1,8,2,35,3,5,37,785
1,2,1,45,3,1,40,1097
1,8,2,40,4,2,40,1719
1,8,2,40,3,5,24,581
1,2,1,50,2,10,0,116
1,5,1,45,1,2,45,2569
1,11,2,40,3,2,46.5,1851
4,8,2,25,2,3,25,316
1,5,2,60,2,5,20,564
1,2,2,65,2,2,0,1666
1,1,1,45,4,2,40,1208
12,3,1,35,5,3,51,1346
2,5,2,60,3,10,0,393
4,2,2,50,2,10,0,461
1,3,1,65,1,10,0,0
2,4,1,25,1,3,40,1688
12,8,2,30,3,10,0,597
1,2,1,55,1,1,0,1677
1,2,2,25,4,1,0,748
1,7,2,15,2,10,0,0
1,9,2,65,5,10,0,121
1,3,2,60,3,10,0,422
1,2,2,25,5,10,0,0
4,2,2,35,1,8,35,444
4,3,1,20,3,3,38,812
1,5,1,15,2,7,50,921
3,2,1,20,3,2,50.5,1433
1,11,2,65,4,10,0,260
1,12,2,65,5,10,0,377
1,2,1,60,4,1,0,518
3,2,1,50,1,10,0,406
2,7,1,15,3,10,0,0
1,3,1,30,3,3,45,848
1,2,2,40,3,4,50,1514
1,8,2,40,3,10,0,533
6,10,1,55,1,7,45,739
1,2,2,35,3,8,14,183
1,10,1,60,5,10,0,197
6,10,1,55,2,2,0,0
1,10,2,15,3,10,0,0
1,10,1,50,4,7,0,3207
2,2,1,15,1,10,0,0
1,8,1,20,2,10,0,353
1,2,2,45,3,5,40,1224
3,2,2,15,1,10,0,0
2,2,1,15,2,10,0,0
4,10,1,15,2,10,0,0
1,4,2,50,2,2,40,696
3,2,2,20,2,2,50,2437
12,10,2,35,5,10,0,833
1,5,1,50,2,5,40,1510
2,2,2,30,2,6,60,1314
2,9,2,60,1,10,0,394
12,4,2,65,3,10,0,0
1,6,2,35,3,4,24,918
1,2,2,65,3,10,0,232
4,2,1,35,4,5,40,3568
1,10,1,35,2,4,40,880
4,2,2,15,2,2,40,1101
1,11,1,60,2,3,40,522
1,3,1,65,2,6,50,1018
2,7,1,40,1,10,0,625
12,2,2,15,2,1,46,1257
3,2,1,60,4,2,0,1036
1,11,2,55,4,2,8.5,207
1,4,1,50,3,4,40,783
1,7,2,15,1,10,0,439
1,2,1,60,1,3,45,1171
1,2,2,65,3,10,0,635
2,3,2,50,4,2,40,1122
1,2,1,35,5,10,0,475
4,10,1,20,2,8,11,158
12,9,2,25,5,10,0,53
1,10,2,25,3,5,44,629
1,2,2,35,2,10,0,17
4,2,2,40,2,2,0,879
2,1,1,65,3,10,0,330
1,8,1,20,2,10,0,100
1,9,2,40,3,2,35,862
3,2,1,30,2,5,40,792
1,9,2,45,3,3,39,1050
1,11,1,60,3,3,40,880
1,2,2,15,2,10,0,0
1,8,2,40,4,2,37,1576
12,5,2,55,4,10,0,555
1,3,2,55,2,6,24,299
1,8,1,55,3,2,0,527
6,5,1,15,3,10,0,0
12,7,1,25,3,10,0,220
1,7,2,65,1,5,40,948
1,10,1,65,2,4,65,1087
1,8,1,30,4,2,40,855
3,8,2,25,2,5,0,277
1,2,2,15,5,10,0,0
4,10,2,50,3,2,19,226
1,2,2,45,5,2,7.5,1267
2,1,2,30,2,10,0,0
1,9,2,65,5,10,0,1
1,2,1,65,1,6,40,802
1,10,2,20,3,8,16,241
1,10,1,50,4,3,47.5,2073
1,4,1,15,3,10,0,0
2,2,2,30,4,2,65,1950
1,10,1,40,3,1,40.5,519
2,3,1,40,4,10,0,0
1,11,2,65,3,10,0,256
1,10,2,55,3,2,42.5,1402
1,3,1,60,1,10,0,868
1,2,1,40,2,1,0,604
1,4,1,30,2,3,25,1675
1,3,2,65,1,10,0,332
1,3,2,65,1,10,0,-211
1,4,2,40,1,4,16,721
1,1,2,20,2,2,40,540
1,5,1,25,1,8,60,1151
4,2,1,60,2,3,5,72
1,3,2,60,3,2,6,193
1,11,1,35,4,2,58,1901
1,10,2,65,4,10,0,285
3,8,1,15,2,10,0,388
1,10,2,55,3,10,0,352
1,2,1,60,3,7,51,959
1,4,2,55,4,2,45,1272
1,8,2,65,1,10,0,661
12,4,2,25,2,5,20,330
4,2,1,25,4,10,0,949
1,10,2,65,2,10,0,271
1,8,2,55,3,10,0,505
2,8,2,55,1,10,0,322
1,10,1,25,3,2,37,851
13,2,1,20,1,10,0,306
1,2,2,45,2,6,24,385
1,2,2,40,4,2,35,1101
1,11,2,45,3,5,15,678
1,3,1,65,3,10,0,265
1,1,2,40,4,10,0,186
1,11,1,50,1,1,42.5,631
1,6,1,35,3,7,50,1344
1,2,1,15,2,10,0,0
1,10,1,60,1,6,10,176
4,10,2,55,3,4,25,362
1,5,1,15,2,10,0,0
1,10,2,60,1,5,40,647
1,10,2,65,1,10,0,351
4,2,2,25,4,2,20,270
4,2,1,50,5,8,0,110
1,2,1,50,3,1,0,582
1,4,1,60,3,7,40,572
1,2,1,65,1,10,0,135
13,2,2,15,1,10,0,0
1,2,1,65,1,8,8,113
13,8,1,30,1,8,30,172
1,11,2,25,4,2,29,1111
3,2,1,55,1,10,0,324
1,10,1,55,3,8,0,-112
1,2,1,65,1,10,0,353
1,2,2,55,3,2,40,1008
23,9,1,20,2,4,37.5,669
1,2,1,45,1,1,40,1477
1,10,2,25,1,10,0,353
4,2,2,20,5,4,30,437
4,2,1,35,4,2,45,1464
1,4,1,35,4,2,21,1187
1,8,1,60,1,8,17.5,418
1,2,1,30,3,7,40,1307
1,6,1,30,3,7,45,668
1,4,2,40,4,1,52,1396
1,4,1,40,3,2,55,1447
3,2,1,15,1,10,0,0
1,2,2,45,2,10,0,635
2,2,2,15,1,3,40,572
1,10,2,45,3,8,40,450
3,2,1,40,1,8,40,748
12,7,1,15,2,4,52,1194
1,2,1,25,2,10,0,1126
1,8,1,50,4,10,0,1160
1,9,1,15,1,10,0,0
1,2,2,15,2,7,50,767
1,2,1,20,2,10,0,180
1,10,2,25,4,2,1.5,50
4,2,1,25,1,6,44,1044
1,2,1,60,5,10,0,36
1,11,1,15,2,10,0,274
1,2,1,35,2,10,0,567
4,10,1,15,1,10,0,0
1,10,2,55,3,4,40,754
1,2,1,45,4,1,43.5,2698
3,2,1,60,3,7,40,682
4,10,2,25,2,10,0,277
1,11,1,65,3,10,0,574
1,2,2,65,1,10,0,63
1,2,1,15,2,10,0,0
1,8,2,65,2,10,0,520
1,11,2,45,4,1,16,467
1,10,1,15,2,10,0,0
4,2,1,20,2,7,40.5,886
1,10,2,60,2,6,30,626
1,2,2,50,4,2,37.5,609
1,3,1,15,1,10,0,0
2,8,1,50,1,3,42.5,650
1,7,2,65,1,4,40,651
2,7,1,65,1,10,0,539
4,2,2,20,4,10,0,273
1,11,1,25,3,1,40,836
1,8,2,15,2,4,8,123
1,10,2,30,4,2,18,456
1,11,1,65,2,10,0,668
1,10,1,65,1,10,0,323
1,9,2,30,5,5,40,495
3,2,2,25,3,1,3,253
1,10,1,45,1,3,34,831
1,7,2,65,1,3,13.5,994
1,2,1,20,4,3,44,911
1,5,2,45,5,2,40,1208
1,3,1,65,1,10,0,0
1,8,1,60,3,8,0,323
1,10,2,20,4,10,0,0
1,3,1,60,2,8,40,1168
1,10,1,30,1,7,55,1068
1,2,1,60,5,3,40,866
4,9,2,45,1,10,0,746
1,11,2,65,1,2,4,253
4,2,1,40,4,2,80,2077
1,9,1,50,2,1,46,987
1,5,2,55,2,5,40,550
1,2,2,50,1,10,0,324
4,2,1,30,4,5,40,1055
3,2,2,35,3,8,40,952
1,9,1,65,1,8,0,508
5,8,2,25,1,6,18,896
1,2,2,65,3,10,0,321
3,2,2,50,1,5,37.5,847
4,2,1,25,3,10,0,255
1,1,1,60,2,1,0,823
1,6,2,60,1,10,0,428
4,2,2,35,2,10,0,398
1,8,1,65,4,10,0,0
1,8,1,65,1,6,0,690
4,2,1,30,3,10,0,466
1,3,1,65,3,10,0,504
1,10,2,65,1,10,0,94
1,10,2,20,3,5,42.5,524
1,9,2,50,3,2,60,2438
4,2,1,40,4,1,48,2700
1,7,2,35,2,1,37,1319
1,2,2,30,4,1,40,875
1,2,2,15,2,10,0,659
1,7,2,60,3,6,6,125
1,5,1,55,3,3,24,456
1,2,1,55,1,7,37.5,738
1,2,1,30,3,3,0,458
1,10,1,20,2,8,50,844
1,2,2,35,3,1,33,928
4,8,2,40,4,2,20,1140
1,10,1,30,3,2,0,1276
1,10,1,65,2,10,0,0
2,8,2,45,5,10,0,493
1,9,2,15,2,10,0,0
1,8,1,65,1,10,0,0
4,2,1,55,4,2,40,1046
1,5,2,50,1,10,0,264
1,2,2,55,1,8,37,1465
1,2,1,40,1,6,40,1008
4,2,2,35,1,10,0,330
1,10,1,60,1,3,40,468
4,2,2,45,1,2,40,2743
1,3,1,65,2,10,0,166
12,2,2,15,1,10,0,0
4,4,2,25,3,1,40,682
2,2,2,15,2,8,10,263
1,2,2,20,4,1,0,460
1,9,1,65,3,10,0,2004
1,6,2,65,3,10,0,338
1,8,2,25,3,4,40,992
1,11,2,25,3,10,0,265
12,2,2,25,3,10,0,692
12,3,2,40,3,2,40,901
1,11,2,65,3,2,30,1222
2,4,2,20,2,2,41.5,1751
12,2,1,55,5,6,44,1113
6,4,1,65,3,10,0,369
1,2,1,30,2,6,40,1610
4,7,1,25,4,2,40,629
1,8,1,35,2,7,40,550
1,11,1,30,4,1,48,2192
4,2,2,55,2,5,40,752
1,3,1,65,5,10,0,273
2,2,2,20,1,10,0,487
1,10,1,30,3,3,46,559
1,4,2,15,2,10,0,322
1,3,2,20,2,5,25,502
5,2,1,40,1,10,0,436
1,9,2,40,3,10,0,413
1,2,2,65,1,10,0,323
1,8,2,35,4,5,47.5,838
1,3,2,40,4,2,32,1170
1,10,2,45,2,5,15,327
1,4,1,65,1,10,0,497
1,3,2,55,3,2,37.5,1352
4,7,2,15,2,10,0,0
1,10,1,55,1,7,45,1134
3,2,1,40,1,3,40,2848
1,8,1,65,1,10,0,6
1,2,2,20,2,6,40,518
1,12,1,20,2,8,40,598
1,10,2,55,3,5,40,660
1,10,1,65,1,10,0,287
1,2,1,65,3,10,0,238
1,2,2,35,2,1,37,908
4,7,1,25,3,8,12,877
12,1,1,20,3,3,40,666
1,10,1,65,3,10,0,0
1,6,1,20,2,3,40,648
1,3,1,45,3,1,40,1343
1,10,1,50,4,2,60,1034
1,2,1,45,4,10,0,462
4,2,2,35,4,2,18,744
4,9,2,45,2,2,40,1279
4,2,2,25,4,2,0,612
1,3,1,40,4,4,0,450
1,6,2,25,3,2,5,138
3,2,1,55,1,3,0,360
4,1,1,40,1,10,0,430
1,5,2,25,3,10,0,422
6,8,1,30,4,5,0,518
1,2,1,35,4,2,40,738
4,2,1,65,1,7,0,1441
1,10,1,60,4,2,40,898
1,2,2,35,4,2,0,299
1,1,2,40,2,3,0,0
4,3,2,30,2,10,0,0
4,2,1,55,4,4,40,1154
1,7,1,35,3,3,52,744
1,4,1,55,4,5,40,1033
1,2,1,25,3,2,40,804
1,8,2,65,3,10,0,449
2,4,2,60,1,2,3,71
1,4,2,20,3,4,0,410
1,5,2,25,2,1,17.5,736
1,11,1,25,3,1,55,555
1,11,1,20,2,8,40,642
1,11,2,40,3,5,0,8439
1,10,2,45,1,2,39,1078
1,2,1,40,3,1,56,1411
2,2,1,35,2,7,50,945
1,8,1,15,2,8,45,760
4,2,1,60,4,2,40,3354
1,11,2,60,3,6,36,334
1,2,1,50,2,2,0,445
3,2,1,20,4,1,40,912
1,10,1,25,1,3,40,972
4,10,2,15,2,10,0,0
1,4,2,15,2,10,0,209
4,10,2,40,4,2,21,878
1,2,1,55,3,2,0,223
2,11,1,25,3,10,0,256
1,8,2,15,2,10,0,0
4,2,1,15,2,2,40,765
3,2,2,25,2,8,53,702
1,2,2,30,4,5,55,856
1,8,2,20,4,2,37.5,1308
1,3,1,45,1,2,40,1760
1,8,1,30,3,1,40,1112
1,2,2,20,3,4,40,468
4,2,2,15,1,4,15,176
1,2,2,45,2,1,32.5,914
3,2,1,25,3,8,42.5,807
5,2,1,25,3,7,40,937
1,11,1,45,3,6,40,675
1,2,2,35,3,2,35,634
1,5,2,25,3,4,45,797
1,1,2,60,3,5,40,792
1,1,2,60,3,8,47,992
1,7,1,65,1,10,0,4
1,11,1,40,1,1,52,1871
1,11,2,20,1,1,3.5,58
3,3,2,65,1,8,30,2532
3,10,2,35,2,10,0,55
1,8,1,65,4,10,0,260
1,5,1,15,2,7,40,604
4,8,1,45,2,7,45,1470
1,2,1,40,2,7,40,630
5,2,2,20,3,10,0,311
12,9,1,25,1,1,55,1960
23,2,2,15,2,10,0,0
4,2,1,35,5,1,37.5,738
1,4,2,25,3,2,45,722
2,7,1,35,1,10,0,990
3,2,1,30,3,4,45,631
4,2,1,35,1,8,0,264
1,4,2,25,3,5,36,554
4,2,1,25,3,10,0,304
12,10,2,25,3,10,0,0
4,2,1,50,1,7,41.5,1036
1,5,2,40,3,5,27,805
1,10,2,40,4,2,60,769
12,6,2,65,1,3,24,543
1,11,2,45,3,2,40,1277
1,7,2,20,2,6,40,616
1,12,1,65,1,8,0,252
1,8,1,65,1,10,0,935
1,2,1,60,2,8,40,638
1,10,1,35,3,3,40,1329
1,2,1,20,2,8,39,490
2,4,2,20,1,6,32.5,630
1,4,2,60,3,4,40,668
4,2,2,55,2,10,0,1254
1,2,2,20,2,5,45,782
4,2,2,30,2,10,0,1025
2,5,2,40,3,8,37.5,1329
6,2,1,15,2,10,0,0
1,9,2,45,5,2,60,2934
1,12,1,20,2,10,0,211
4,2,1,30,4,9,50,900
4,2,2,40,3,8,45,1099
1,10,2,20,3,2,15,231
1,10,2,15,2,10,0,0
1,5,2,65,2,3,8.5,455
1,3,2,15,1,10,0,0
3,2,2,30,3,10,0,0
1,1,2,40,4,6,20,1340
1,3,2,25,3,10,0,368
2,8,1,65,1,6,40,831
1,6,2,60,2,5,23,853
1,7,1,45,3,3,0,-173
1,2,1,50,4,2,42,989
1,9,2,45,3,2,0,265
1,5,2,65,3,5,20,1381
6,2,1,50,4,2,0,422
12,8,2,25,2,4,40,1370
1,12,1,50,2,1,0,174
6,3,1,60,1,3,48,1243
1,7,1,55,1,3,40,725
1,7,1,45,1,4,50,1099
1,2,2,35,2,5,37,1477
1,3,2,15,2,10,0,0
1,2,1,30,2,5,40,748
1,10,1,35,1,8,40,626
1,8,2,35,3,2,37.5,471
4,2,2,45,2,2,37.5,1601
2,1,2,35,2,10,0,338
4,2,1,20,4,2,40,1069
3,2,2,40,1,4,40,1074
1,4,1,65,2,1,0,865
1,8,2,45,3,1,42,9166
12,2,1,60,1,8,40,1214
1,3,1,45,1,6,46,739
1,2,1,45,4,2,40,1200
3,2,2,30,3,10,0,116
2,2,2,15,1,10,0,0
1,4,1,65,1,10,0,2335
1,3,1,60,3,3,47,1398
3,8,2,45,4,6,32,421
12,3,2,20,1,5,0,1666
1,4,2,65,5,4,15,319
1,5,1,50,3,2,40,963
1,6,1,40,4,2,40,1484
4,2,2,25,4,2,0,318
1,2,2,45,3,1,55,1348
12,2,1,15,2,10,0,517
1,5,2,65,1,10,0,554
1,3,1,45,2,7,40,638
1,2,1,15,2,10,0,0
1,11,1,65,1,10,0,442
1,9,2,20,3,8,40,540
1,11,1,65,3,10,0,156
1,1,1,50,1,8,35,1017
4,2,1,20,3,10,0,925
4,2,2,50,1,4,10,36
4,2,2,35,3,2,24,489
1,3,2,20,1,5,40,792
2,10,2,20,4,2,39,526
1,10,1,55,4,2,0,1467
1,5,1,65,1,8,37,1704
1,2,2,60,1,4,40,924
1,10,2,40,3,2,45,1012
5,2,2,30,5,4,40,1372
1,9,1,65,4,10,0,453
2,2,2,45,1,4,15,2756
4,4,1,50,4,5,40,1191
12,10,1,20,1,8,30,405
3,2,1,50,3,3,40,-173
1,4,2,35,1,5,38.5,601
1,10,1,50,3,1,0,1444
1,2,1,40,3,3,40,863
1,10,1,20,2,3,47,685
2,7,2,65,1,10,0,273
1,4,1,65,3,10,0,234
1,6,2,55,4,2,15,343
1,8,2,50,3,8,30,472
1,10,1,15,2,10,0,0
1,2,1,25,1,10,0,161
1,2,2,30,4,2,0,438
1,2,1,40,3,2,45.5,3791
1,10,1,65,5,10,0,132
1,12,1,65,1,10,0,332
1,10,2,55,3,3,38,888
1,11,1,30,5,2,40,808
1,10,1,25,1,8,50,1366
1,4,2,55,3,2,0,119
1,9,1,30,4,3,40,726
12,11,1,50,4,2,40,1055
4,10,1,25,2,10,0,3
1,2,2,30,4,2,40,1983
12,3,1,25,3,3,36,673
1,4,1,50,3,1,0,527
1,9,1,50,5,3,33,0
3,2,2,40,1,10,0,513
4,2,1,45,4,2,60,1986
1,10,1,45,2,10,0,129
1,2,2,65,4,6,40,2020
1,11,1,35,3,4,50,742
1,2,2,35,5,1,40,1190
1,2,1,60,2,1,0,-169
1,8,2,45,2,5,40,1012
1,8,2,40,5,5,39,1501
12,1,2,55,3,4,56,1516
1,5,1,65,1,10,0,632
6,2,2,65,1,6,50,1341
4,3,1,30,3,3,40,846
1,3,1,50,1,1,40,1467
1,11,2,65,3,10,0,271
4,2,2,45,3,5,32,389
1,9,2,45,1,6,30.5,769
1,9,1,65,1,10,0,69
2,2,1,25,2,8,35,1346
1,11,2,25,2,10,0,250
1,6,1,30,3,3,45,693
4,10,2,35,2,10,0,417
1,10,2,50,2,4,40,1182
2,8,1,35,1,8,40,1052
1,1,1,25,3,2,0,1064
4,2,2,35,4,3,40,863
1,8,2,45,4,2,40,1491
1,5,2,65,1,10,0,430
1,5,1,65,1,8,0,390
1,10,2,55,2,5,20,393
1,7,2,50,4,2,40,540
12,8,1,15,2,10,0,0
12,6,2,20,3,10,0,205
4,3,1,25,3,8,40,660
1,12,1,25,3,3,40,990
12,2,1,45,5,2,37.5,1837
1,10,2,45,3,10,0,191
1,2,2,20,3,5,42,762
1,3,2,20,4,7,2,23
3,4,2,35,1,10,0,3
3,8,2,65,1,1,4,162
1,7,2,60,3,10,24,-169
1,5,1,60,2,1,0,1055
14,10,1,35,3,8,52,1256
1,4,1,65,3,10,0,205
1,9,2,20,5,10,0,180
1,9,2,20,1,8,15,169
12,12,1,30,2,8,50,1283
2,8,1,15,2,10,0,0
1,8,1,65,3,10,0,208
1,3,2,45,1,8,42.5,1108
1,8,1,45,3,1,40,903
12,5,2,65,2,10,0,0
1,5,1,25,3,1,55,1025
1,2,1,15,2,10,0,0
1,7,2,65,4,10,0,1135
1,4,2,45,3,2,16,921
4,2,2,20,4,2,44,1003
1,12,1,65,2,1,0,3280
1,4,2,50,3,2,45,842
1,2,2,15,1,10,0,0
1,10,1,20,2,10,0,0
1,8,1,15,2,10,0,0
4,2,2,30,5,4,30,540
2,9,2,50,3,8,40,576
1,3,2,40,1,10,0,387
1,10,2,45,3,5,40,836
12,10,2,20,4,10,0,315
3,3,1,25,4,10,0,163
1,10,2,15,1,10,0,0
4,2,2,40,1,4,0,324
1,4,2,45,3,4,40,845
6,3,1,65,4,4,0,39
1,2,2,50,3,6,40,811
1,5,1,65,3,10,0,201
12,4,2,40,3,10,0,90
6,6,1,65,1,10,0,329
12,9,1,45,1,10,0,4
1,6,2,40,4,10,0,367
1,2,1,65,1,10,0,271
1,2,1,40,5,2,45,1208
2,3,2,15,1,10,0,435
1,11,2,45,1,1,25,692
1,9,2,60,5,3,10,377
1,9,2,60,1,10,25,358
1,7,1,20,2,3,45,644
4,4,1,20,2,10,0,271
4,2,1,25,3,7,40,777
2,3,1,30,3,6,40,844
12,7,2,45,1,5,30,351
2,5,1,15,3,10,0,67
2,5,2,25,4,10,0,2
1,8,2,50,3,1,0,1139
1,1,2,55,1,1,40,810
12,1,1,35,2,3,37,3301
4,10,2,35,4,6,40,792
1,2,2,50,3,2,0,736
1,10,2,55,2,10,0,361
4,10,2,45,5,10,0,382
12,8,2,60,1,10,0,392
1,10,2,30,4,2,0,112
6,12,2,50,5,2,30,678
1,2,2,30,4,2,1,33
1,2,1,45,1,10,0,356
5,11,2,60,2,10,0,471
1,10,2,20,4,5,11,99
12,10,1,40,3,10,0,538
1,6,1,55,2,8,50,1219
1,2,2,40,5,10,0,277
1,8,2,65,1,10,0,271
1,2,1,50,4,8,40,666
4,2,2,25,4,1,11,475
1,12,1,65,1,10,0,232
1,11,1,65,1,8,0,88
4,8,1,20,1,10,0,1014
1,10,1,55,3,4,45,557
1,1,2,40,4,2,60,659
1,5,1,55,3,3,0,332
2,2,1,20,2,8,37.5,849
1,9,1,25,4,2,40,2089
2,5,2,65,1,10,0,205
1,10,2,15,2,10,0,0
2,4,1,45,2,7,14,1019
1,8,2,50,3,1,32.5,1450
3,2,2,65,1,10,0,145
1,10,1,30,3,3,0,604
6,8,1,50,4,2,40,1224
1,11,1,45,2,1,50,1498
2,10,2,30,2,7,0,9
9,11,1,20,2,2,40,1118
1,5,1,35,3,6,30,958
4,2,1,35,4,2,37.5,1774
1,4,2,60,3,3,10,246
1,10,2,40,4,1,53,1346
1,5,2,35,3,5,37,777
1,1,2,50,4,6,40,2589
1,3,1,60,2,3,48,1285
1,1,2,20,3,3,42.5,888
1,2,2,30,2,10,0,481
1,10,1,40,3,1,40,1266
4,2,1,30,4,2,37,1460
2,1,2,65,3,1,0,863
3,2,2,60,1,1,0,1183
1,10,2,55,3,5,5,551
1,5,2,40,1,10,0,121
1,2,1,50,4,5,40,934
4,9,2,45,1,10,0,1726
1,4,2,20,1,5,1,27
1,2,1,65,3,7,5,119
1,11,1,50,2,10,0,664
4,2,1,60,3,4,55,1381
1,1,1,45,2,4,72,1737
1,9,1,60,1,1,40,1095
12,5,2,30,1,2,18.5,375
2,1,2,40,1,4,26.5,394
2,10,1,35,1,10,0,21
1,8,1,50,4,2,40,863
12,3,1,30,5,3,40,932
1,2,1,45,3,1,45,1154
1,3,1,45,5,2,0,69
1,4,1,40,3,2,40,2908
1,8,2,25,4,2,3,309
1,8,1,50,3,6,20,485
1,2,1,40,2,7,44,713
1,3,1,25,3,10,0,264
6,8,1,55,3,1,40,2774
5,2,2,25,4,7,40,888
1,10,1,65,5,10,0,268
1,10,1,35,3,2,37.5,1612
1,11,2,30,3,2,27,1543
2,1,2,40,5,8,30,948
3,2,2,25,3,10,0,187
1,12,2,40,2,8,20,1235
1,12,1,60,3,3,40,486
12,10,1,50,1,3,12,178
1,9,2,65,1,10,0,0
1,1,1,55,3,10,0,0
1,10,1,20,2,10,0,0
12,4,1,30,3,3,41.5,753
1,8,2,45,5,2,0,654
